XDUT.I0.I19\|XA20\|CK_B (subrange from 3.2e-07 to 3.5e-07) X,XDUT.I0.I19\|XA20\|CK_B (subrange from 3.2e-07 to 3.5e-07) Y,XDUT.I0.I19\|CP\(13\) (subrange from 3.2e-07 to 3.5e-07) X,XDUT.I0.I19\|CP\(13\) (subrange from 3.2e-07 to 3.5e-07) Y,XDUT.I0.I19\|XA0\|CE1_N (subrange from 3.2e-07 to 3.5e-07) X,XDUT.I0.I19\|XA0\|CE1_N (subrange from 3.2e-07 to 3.5e-07) Y
3.227580731068956e-07,0.0001994338381337002,3.227580731068956e-07,0.7097675800323486,3.227580731068956e-07,0.0001075149339158088
3.227596654373435e-07,0.0001960395893547684,3.227596654373435e-07,0.7097619771957397,3.227596654373435e-07,0.0001010985506582074
3.227613055293204e-07,0.0001930392027134076,3.227613055293204e-07,0.7097517848014832,3.227613055293204e-07,9.078234143089503e-05
3.227636326538158e-07,0.0001961200032383204,3.227636326538158e-07,0.7097313404083252,3.227636326538158e-07,8.293210703413934e-05
3.227657403487294e-07,0.000224406219786033,3.227657403487294e-07,0.7097092270851135,3.227657403487294e-07,7.531628216383979e-05
3.227677023673574e-07,0.0002975157403852791,3.227677023673574e-07,0.7096870541572571,3.227677023673574e-07,7.054084562696517e-05
3.227701737571954e-07,0.0004117462085559964,3.227701737571954e-07,0.709658682346344,3.227701737571954e-07,6.694769399473444e-05
3.227737418730663e-07,0.0005883261910639703,3.227737418730663e-07,0.7096189260482788,3.227737418730663e-07,6.284229311859235e-05
3.227764060025967e-07,0.0008246907382272184,3.227764060025967e-07,0.7095913290977478,3.227764060025967e-07,5.62822533538565e-05
3.227791151017002e-07,0.0009612238500267267,3.227791151017002e-07,0.7095657587051392,3.227791151017002e-07,5.233811316429637e-05
3.227818535175757e-07,0.001062594237737358,3.227818535175757e-07,0.7095422148704529,3.227818535175757e-07,4.814573549083434e-05
3.227846597899396e-07,0.001134491758421063,3.227846597899396e-07,0.7095186114311218,3.227846597899396e-07,4.368028021417558e-05
3.227883158167426e-07,0.00118090957403183,3.227883158167426e-07,0.709485650062561,3.227883158167426e-07,3.592053326428868e-05
3.22791342811912e-07,0.001201087958179414,3.22791342811912e-07,0.7094557285308838,3.22791342811912e-07,2.022517219302244e-05
3.227945452930256e-07,0.001179171027615666,3.227945452930256e-07,0.7094217538833618,3.227945452930256e-07,5.931312898610486e-06
3.227977676027696e-07,0.001111092162318528,3.227977676027696e-07,0.7093861699104309,3.227977676027696e-07,-6.298981588770403e-06
3.228010858645374e-07,0.0009932513348758221,3.228010858645374e-07,0.7093493342399597,3.228010858645374e-07,-1.398032600263832e-05
3.228023737738248e-07,0.0008235789136961102,3.228023737738248e-07,0.7093350291252136,3.228023737738248e-07,-1.740553852869198e-05
3.228049495923994e-07,0.0007406913209706545,3.228049495923994e-07,0.7093061208724976,3.228049495923994e-07,-1.764953776728362e-05
3.228069202071725e-07,0.0004364692722447217,3.228069202071725e-07,0.7092829346656799,3.228069202071725e-07,-1.719284591672476e-05
3.228086781273198e-07,-2.284850779687986e-05,3.228086781273198e-07,0.7092615365982056,3.228086781273198e-07,-1.61617008416215e-05
3.228121939676143e-07,-0.0006054074037820101,3.228121939676143e-07,0.7092182040214539,3.228121939676143e-07,-1.459392024116823e-05
3.228145514902856e-07,-0.002062014536932111,3.228145514902856e-07,0.7091895341873169,3.228145514902856e-07,-1.015432371787028e-05
3.2281708263784e-07,-0.003165998263284564,3.2281708263784e-07,0.7091596722602844,3.2281708263784e-07,-6.991610916884383e-06
3.228206859075012e-07,-0.004409199114888906,3.228206859075012e-07,0.7091202735900879,3.228206859075012e-07,-4.359151716926135e-06
3.228276093887204e-07,-0.00624561496078968,3.228276093887204e-07,0.7090638875961304,3.228276093887204e-07,-2.312993728992296e-06
3.228352003023319e-07,-0.01005005277693272,3.228352003023319e-07,0.7090368866920471,3.228352003023319e-07,7.402246069432294e-07
3.228425402889914e-07,-0.01485485211014748,3.228425402889914e-07,0.7090455889701843,3.228425402889914e-07,5.660812348651234e-06
3.228498431116036e-07,-0.01909492537379265,3.228498431116036e-07,0.7091031670570374,3.228498431116036e-07,4.774162789544789e-06
3.228572482164229e-07,-0.01871685497462749,3.228572482164229e-07,0.709230363368988,3.228572482164229e-07,-5.173727913643233e-06
3.228643943544108e-07,-0.008286368101835251,3.228643943544108e-07,0.7094196677207947,3.228643943544108e-07,-1.852005152613856e-05
3.228732569262599e-07,0.01395597588270903,3.228732569262599e-07,0.7097108364105225,3.228732569262599e-07,-2.583376408438198e-05
3.228835967494017e-07,0.05694910883903503,3.228835967494017e-07,0.7100533246994019,3.228835967494017e-07,-2.248208875244018e-05
3.22891557021656e-07,0.1219621226191521,3.22891557021656e-07,0.7102940678596497,3.22891557021656e-07,-8.884503586159553e-06
3.228984872844441e-07,0.1782847046852112,3.228984872844441e-07,0.7104518413543701,3.228984872844441e-07,3.979253961006179e-06
3.229042295247681e-07,0.2289367914199829,3.229042295247681e-07,0.7105317115783691,3.229042295247681e-07,2.150334876205307e-05
3.229106167956115e-07,0.2709815204143524,3.229106167956115e-07,0.7105686664581299,3.229106167956115e-07,3.265583654865623e-05
3.2292024613607e-07,0.3172091543674469,3.2292024613607e-07,0.7105404734611511,3.2292024613607e-07,3.403013033675961e-05
3.229279715303967e-07,0.3843678534030914,3.229279715303967e-07,0.7104537487030029,3.229279715303967e-07,2.277777821291238e-05
3.229352285414808e-07,0.4346203804016113,3.229352285414808e-07,0.7103280425071716,3.229352285414808e-07,1.23870704555884e-05
3.22944043995515e-07,0.4772689044475555,3.22944043995515e-07,0.7101335525512695,3.22944043995515e-07,6.393695457518334e-06
3.22946799402366e-07,0.5211700201034546,3.22946799402366e-07,0.7100646495819092,3.22946799402366e-07,4.748875653604046e-06
3.229523102160679e-07,0.533053994178772,3.229523102160679e-07,0.7099069952964783,3.229523102160679e-07,5.341079486242961e-06
3.229566453643392e-07,0.5546399354934692,3.229566453643392e-07,0.7097530961036682,3.229566453643392e-07,6.84283713781042e-06
3.229594989951784e-07,0.5702226161956787,3.229594989951784e-07,0.7096424102783203,3.229594989951784e-07,7.652949534531217e-06
3.229607935681539e-07,0.5799282193183899,3.229607935681539e-07,0.7095915675163269,3.229607935681539e-07,8.15654857433401e-06
3.229633827141047e-07,0.584195613861084,3.229633827141047e-07,0.7095004916191101,3.229633827141047e-07,8.418330253334716e-06
3.229655697243749e-07,0.5924780368804932,3.229655697243749e-07,0.7094443440437317,3.229655697243749e-07,8.516783964296337e-06
3.229675905084018e-07,0.5991896986961365,3.229675905084018e-07,0.7094119787216187,3.229675905084018e-07,8.021037501748651e-06
3.229703999259416e-07,0.6051186323165894,3.229703999259416e-07,0.7093918919563293,3.229703999259416e-07,7.640830517630093e-06
3.229735426399865e-07,0.6129001975059509,3.229735426399865e-07,0.7093898057937622,3.229735426399865e-07,7.987618118932005e-06
3.229761841871871e-07,0.6210131049156189,3.229761841871871e-07,0.7093963027000427,3.229761841871871e-07,9.186202078126371e-06
3.229792288539072e-07,0.627369225025177,3.229792288539072e-07,0.7094072699546814,3.229792288539072e-07,1.02437961686519e-05
3.229833413337163e-07,0.634164035320282,3.229833413337163e-07,0.709423303604126,3.229833413337163e-07,1.101602447306504e-05
3.229898593499666e-07,0.6424398422241211,3.229898593499666e-07,0.7094481587409973,3.229898593499666e-07,1.116268231271533e-05
3.230005158597864e-07,0.6536158323287964,3.230005158597864e-07,0.7094871401786804,3.230005158597864e-07,9.619617230782751e-06
3.230160543917454e-07,0.6678087115287781,3.230160543917454e-07,0.7095534801483154,3.230160543917454e-07,1.326881374552613e-06
3.230287984634982e-07,0.6824234127998352,3.230287984634982e-07,0.7096120119094849,3.230287984634982e-07,-2.333891279704403e-05
3.230424920747626e-07,0.6904949545860291,3.230424920747626e-07,0.7096602916717529,3.230424920747626e-07,-3.957433727919124e-05
3.230546998851811e-07,0.6961317658424377,3.230546998851811e-07,0.7096930742263794,3.230546998851811e-07,-3.583325815270655e-05
3.230676233954356e-07,0.6993706226348877,3.230676233954356e-07,0.7097253799438477,3.230676233954356e-07,-2.053906791843474e-05
3.23075781726766e-07,0.7018210887908936,3.23075781726766e-07,0.7097421884536743,3.23075781726766e-07,-7.550697318947641e-06
3.230814956710762e-07,0.7029930949211121,3.230814956710762e-07,0.7097500562667847,3.230814956710762e-07,-8.003490620467346e-06
3.230828545257806e-07,0.7036529779434204,3.230828545257806e-07,0.709751307964325,3.230828545257806e-07,-1.37081206048606e-05
3.230855722351895e-07,0.7037904858589172,3.230855722351895e-07,0.7097530961036682,3.230855722351895e-07,-1.567955041537061e-05
3.230887498684355e-07,0.7040444016456604,3.230887498684355e-07,0.7097539901733398,3.230887498684355e-07,-1.954385516000912e-05
3.23091874432123e-07,0.7043108344078064,3.23091874432123e-07,0.7097542285919189,3.23091874432123e-07,-2.2072530555306e-05
3.230942361828452e-07,0.7045565247535706,3.230942361828452e-07,0.7097549438476562,3.230942361828452e-07,-1.911019171529915e-05
3.23097345766526e-07,0.7047480940818787,3.23097345766526e-07,0.7097578644752502,3.23097345766526e-07,-1.076272474165307e-05
3.231002491222572e-07,0.7050320506095886,3.231002491222572e-07,0.7097617983818054,3.231002491222572e-07,8.540408998669591e-06
3.231036291152659e-07,0.7053238153457642,3.231036291152659e-07,0.7097652554512024,3.231036291152659e-07,2.893517012125812e-05
3.231077516328707e-07,0.7056601643562317,3.231077516328707e-07,0.7097650170326233,3.231077516328707e-07,4.59603761555627e-05
3.231114509889155e-07,0.7060226798057556,3.231114509889155e-07,0.7097606658935547,3.231114509889155e-07,5.311672794050537e-05
3.231148324215229e-07,0.7062932848930359,3.231148324215229e-07,0.7097544074058533,3.231148324215229e-07,5.023520861868747e-05
3.231181160634395e-07,0.7065011262893677,3.231181160634395e-07,0.7097476124763489,3.231181160634395e-07,4.416884257807396e-05
3.231220808508923e-07,0.706677258014679,3.231220808508923e-07,0.7097399234771729,3.231220808508923e-07,3.867240957333706e-05
3.231253543297137e-07,0.7068717479705811,3.231253543297137e-07,0.7097344398498535,3.231253543297137e-07,3.536996882758103e-05
3.231273620586846e-07,0.7070260047912598,3.231273620586846e-07,0.70973140001297,3.231273620586846e-07,3.605025267461315e-05
3.231294721116666e-07,0.7071208953857422,3.231294721116666e-07,0.7097284197807312,3.231294721116666e-07,3.897785063600168e-05
3.231320443804962e-07,0.7072221040725708,3.231320443804962e-07,0.7097249627113342,3.231320443804962e-07,4.291866571293212e-05
3.231339988634724e-07,0.7073473930358887,3.231339988634724e-07,0.7097223997116089,3.231339988634724e-07,4.704452658188529e-05
3.231362846395891e-07,0.7074435949325562,3.231362846395891e-07,0.7097194790840149,3.231362846395891e-07,4.944219108438119e-05
3.231400982841414e-07,0.7075576186180115,3.231400982841414e-07,0.7097150683403015,3.231400982841414e-07,5.145328395883553e-05
3.231438668502367e-07,0.7077521085739136,3.231438668502367e-07,0.7097117900848389,3.231438668502367e-07,5.254652933217585e-05
3.231473307317895e-07,0.7079480290412903,3.231473307317895e-07,0.7097099423408508,3.231473307317895e-07,5.07264157931786e-05
3.231511845426145e-07,0.7081291079521179,3.231511845426145e-07,0.7097094058990479,3.231511845426145e-07,4.719843855127692e-05
3.231557020604365e-07,0.7083283066749573,3.231557020604365e-07,0.709710955619812,3.231557020604365e-07,4.240924317855388e-05
3.231613159052876e-07,0.7085540890693665,3.231613159052876e-07,0.7097164392471313,3.231613159052876e-07,3.707100040628575e-05
3.231687179052441e-07,0.7088157534599304,3.231687179052441e-07,0.7097301483154297,3.231687179052441e-07,3.137010207865387e-05
3.231778082013972e-07,0.7091214656829834,3.231778082013972e-07,0.7097573280334473,3.231778082013972e-07,2.570536889834329e-05
3.231872766312438e-07,0.7094321846961975,3.231872766312438e-07,0.709797203540802,3.231872766312438e-07,2.052244781225454e-05
3.231978002421803e-07,0.7096847295761108,3.231978002421803e-07,0.7098532319068909,3.231978002421803e-07,1.652840910537634e-05
3.23210247341367e-07,0.7098936438560486,3.23210247341367e-07,0.7099317908287048,3.23210247341367e-07,1.343455278401962e-05
3.232259871315032e-07,0.7100649476051331,3.232259871315032e-07,0.7100435495376587,3.232259871315032e-07,1.116436578740831e-05
3.232476946960894e-07,0.7101981639862061,3.232476946960894e-07,0.7102060914039612,3.232476946960894e-07,9.645439604355488e-06
3.232812634519697e-07,0.7102885842323303,3.232812634519697e-07,0.7104052901268005,3.232812634519697e-07,8.727296517463401e-06
3.233442041892381e-07,0.7103221416473389,3.233442041892381e-07,0.7091142535209656,3.233442041892381e-07,8.246497600339353e-06
3.23425956099122e-07,0.7102604508399963,3.23425956099122e-07,0.6899496912956238,3.23425956099122e-07,7.881991223257501e-06
3.234413854399761e-07,0.7100619077682495,3.234413854399761e-07,0.6832507252693176,3.234413854399761e-07,7.136483418435091e-06
3.234722441216842e-07,0.7100095152854919,3.234722441216842e-07,0.6644730567932129,3.234722441216842e-07,6.900782409502426e-06
3.234805719463526e-07,0.7098924517631531,3.234805719463526e-07,0.6580821871757507,3.234805719463526e-07,6.420687896024901e-06
3.234972275956894e-07,0.7098582983016968,3.234972275956894e-07,0.6433892846107483,3.234972275956894e-07,6.288791155384388e-06
3.235193534068631e-07,0.7097874283790588,3.235193534068631e-07,0.6198055744171143,3.235193534068631e-07,6.014180598867824e-06
3.235368201474909e-07,0.7096907496452332,3.235368201474909e-07,0.5979260206222534,3.235368201474909e-07,5.651073934132e-06
3.235467030934588e-07,0.7096147537231445,3.235467030934588e-07,0.5842941403388977,3.235467030934588e-07,5.379351023293566e-06
3.23557080543417e-07,0.7095725536346436,3.23557080543417e-07,0.5690380930900574,3.23557080543417e-07,5.228517693467438e-06
3.235613319628942e-07,0.7095293998718262,3.235613319628942e-07,0.5625149607658386,3.235613319628942e-07,5.076673005532939e-06
3.235645755908424e-07,0.7095121145248413,3.235645755908424e-07,0.5574339628219604,3.235645755908424e-07,5.01821841680794e-06
3.23567913004903e-07,0.709499180316925,3.23567913004903e-07,0.5521140098571777,3.23567913004903e-07,4.977930530003505e-06
3.235700190586188e-07,0.7094860076904297,3.235700190586188e-07,0.5487094521522522,3.235700190586188e-07,4.941152383253211e-06
3.235733718631855e-07,0.7094778418540955,3.235733718631855e-07,0.5432150363922119,3.235733718631855e-07,4.917013484373456e-06
3.235762488260418e-07,0.7094650268554688,3.235762488260418e-07,0.5384285449981689,3.235762488260418e-07,4.878004801867064e-06
3.23579997464198e-07,0.7094541788101196,3.23579997464198e-07,0.5320940613746643,3.23579997464198e-07,4.844414434046485e-06
3.235845158547923e-07,0.709440290927887,3.235845158547923e-07,0.5243148803710938,3.235845158547923e-07,4.800440365215763e-06
3.235875758289854e-07,0.7094239592552185,3.235875758289854e-07,0.5189589262008667,3.235875758289854e-07,4.753500434162561e-06
3.235899106042069e-07,0.7094131112098694,3.235899106042069e-07,0.5148255228996277,3.235899106042069e-07,4.729144620796433e-06
3.235926298078061e-07,0.7094049453735352,3.235926298078061e-07,0.5099615454673767,3.235926298078061e-07,4.713218913821038e-06
3.235952875203534e-07,0.7093956470489502,3.235952875203534e-07,0.5051565170288086,3.235952875203534e-07,4.694165454566246e-06
3.235964499166776e-07,0.7093866467475891,3.235964499166776e-07,0.5030392408370972,3.235964499166776e-07,4.671089754992863e-06
3.235975520395743e-07,0.7093827724456787,3.235975520395743e-07,0.5010230541229248,3.235975520395743e-07,4.660013019019971e-06
3.235988696239579e-07,0.7093791365623474,3.235988696239579e-07,0.4986017048358917,3.235988696239579e-07,4.650284154195106e-06
3.235995911998795e-07,0.7093747854232788,3.235995911998795e-07,0.4972706139087677,3.235995911998795e-07,4.642842213797849e-06
3.236001875178864e-07,0.7093724012374878,3.236001875178864e-07,0.496167927980423,3.236001875178864e-07,4.641508439817699e-06
3.236010173845536e-07,0.709370493888855,3.236010173845536e-07,0.4946293532848358,3.236010173845536e-07,4.640690804080805e-06
3.236018763872671e-07,0.7093678116798401,3.236018763872671e-07,0.4930318892002106,3.236018763872671e-07,4.637193796952488e-06
3.236026569154237e-07,0.7093650102615356,3.236026569154237e-07,0.491576075553894,3.236026569154237e-07,4.63071592093911e-06
3.236036011058537e-07,0.7093625068664551,3.236036011058537e-07,0.4898096024990082,3.236036011058537e-07,4.623015229299199e-06
3.23604965412692e-07,0.7093594670295715,3.23604965412692e-07,0.4872468411922455,3.23604965412692e-07,4.61418721897644e-06
3.236076940263687e-07,0.7093551754951477,3.236076940263687e-07,0.4820851981639862,3.236076940263687e-07,4.60482533526374e-06
3.23610735394402e-07,0.7093465924263,3.23610735394402e-07,0.4762764573097229,3.23610735394402e-07,4.594378424371826e-06
3.23613862216811e-07,0.7093372344970703,3.23613862216811e-07,0.4702449440956116,3.23613862216811e-07,4.588598130794708e-06
3.236172369428323e-07,0.7093278169631958,3.236172369428323e-07,0.4636695384979248,3.236172369428323e-07,4.584072030411335e-06
3.236209778019068e-07,0.7093179225921631,3.236209778019068e-07,0.4563036561012268,3.236209778019068e-07,4.583298959914828e-06
3.236253181777047e-07,0.7093071341514587,3.236253181777047e-07,0.4476598799228668,3.236253181777047e-07,4.587834155245218e-06
3.236305925921986e-07,0.7092950344085693,3.236305925921986e-07,0.4370222389698029,3.236305925921986e-07,4.605305548466276e-06
3.236372851413721e-07,0.709280788898468,3.236372851413721e-07,0.4233274757862091,3.236372851413721e-07,4.649354195862543e-06
3.236462524618111e-07,0.7092636227607727,3.236462524618111e-07,0.4046658575534821,3.236462524618111e-07,4.747814273287077e-06
3.23661940780212e-07,0.7092419862747192,3.23661940780212e-07,0.3713106513023376,3.23661940780212e-07,4.991480636817869e-06
3.236809661310432e-07,0.709208071231842,3.236809661310432e-07,0.3299897313117981,3.236809661310432e-07,6.171817858557915e-06
3.236862083806826e-07,0.7091734409332275,3.236862083806826e-07,0.318464457988739,3.236862083806826e-07,1.429326948709786e-05
3.236964382380581e-07,0.7091653347015381,3.236964382380581e-07,0.2958861291408539,3.236964382380581e-07,2.086858512484469e-05
3.237074303190937e-07,0.7091518640518188,3.237074303190937e-07,0.2716061770915985,3.237074303190937e-07,3.538146484061144e-05
3.237250595285611e-07,0.7091404795646667,3.237250595285611e-07,0.2330511659383774,3.237250595285611e-07,4.531872400548309e-05
3.237387580017609e-07,0.7091279625892639,3.237387580017609e-07,0.2037888616323471,3.237387580017609e-07,5.732368299504742e-05
3.237551139130139e-07,0.7091239094734192,3.237551139130139e-07,0.1702945381402969,3.237551139130139e-07,7.17254079063423e-05
3.237822639802217e-07,0.7091279029846191,3.237822639802217e-07,0.1205405369400978,3.237822639802217e-07,9.885850886348635e-05
3.237923129513295e-07,0.7091596126556396,3.237923129513295e-07,0.1043300479650497,3.237923129513295e-07,0.0001471149444114417
3.238099899462459e-07,0.709176778793335,3.238099899462459e-07,0.07940348237752914,3.238099899462459e-07,-3.236734301026445e-06
3.238202520524942e-07,0.7092036604881287,3.238202520524942e-07,0.06709904968738556,3.238202520524942e-07,-0.002133703092113137
3.23828671330833e-07,0.7092182040214539,3.23828671330833e-07,0.05818536132574081,3.23828671330833e-07,-0.00588826322928071
3.23840205345779e-07,0.7092288136482239,3.23840205345779e-07,0.04759899899363518,3.23840205345779e-07,-0.01217006146907806
3.238485740507764e-07,0.7092176079750061,3.238485740507764e-07,0.0410119816660881,3.238485740507764e-07,-0.0003889079962391406
3.238530618091323e-07,0.7091777324676514,3.238530618091323e-07,0.03783604502677917,3.238530618091323e-07,0.08437319844961166
3.238579359894402e-07,0.7091519236564636,3.238579359894402e-07,0.03464742004871368,3.238579359894402e-07,0.1653734147548676
3.238637710775341e-07,0.7091293931007385,3.238637710775341e-07,0.0311577208340168,3.238637710775341e-07,0.2770770788192749
3.238675104334535e-07,0.7091058492660522,3.238675104334535e-07,0.02909645810723305,3.238675104334535e-07,0.4205168187618256
3.23870622979146e-07,0.7090941667556763,3.23870622979146e-07,0.0274780411273241,3.23870622979146e-07,0.5046557188034058
3.238742609434149e-07,0.7090927362442017,3.238742609434149e-07,0.02569200657308102,3.238742609434149e-07,0.5607224702835083
3.238774635187125e-07,0.7091007232666016,3.238774635187125e-07,0.02421011961996555,3.238774635187125e-07,0.6073291897773743
3.238799899202282e-07,0.7091042995452881,3.238799899202282e-07,0.02309890277683735,3.238799899202282e-07,0.6346454620361328
3.238824405894858e-07,0.709096372127533,3.238824405894858e-07,0.02206829376518726,3.238824405894858e-07,0.6498225927352905
3.238845197980011e-07,0.7090816497802734,3.238845197980011e-07,0.02122928388416767,3.238845197980011e-07,0.6617116332054138
3.238869179281136e-07,0.7090704441070557,3.238869179281136e-07,0.02030011638998985,3.238869179281136e-07,0.6709222793579102
3.238900267496082e-07,0.7090646028518677,3.238900267496082e-07,0.01915334723889828,3.238900267496082e-07,0.6807979345321655
3.238925425153373e-07,0.7090689539909363,3.238925425153373e-07,0.01827072352170944,3.238925425153373e-07,0.6913118958473206
3.238952322158573e-07,0.7090795636177063,3.238952322158573e-07,0.01736991293728352,3.238952322158573e-07,0.6975173354148865
3.23898566989964e-07,0.709094226360321,3.23898566989964e-07,0.01631141640245914,3.23898566989964e-07,0.7020466923713684
3.239028565165444e-07,0.7091116309165955,3.239028565165444e-07,0.01503947842866182,3.239028565165444e-07,0.7054745554924011
3.239064090387089e-07,0.7091275453567505,3.239064090387089e-07,0.01405835896730423,3.239064090387089e-07,0.7077561020851135
3.239101342699107e-07,0.7091385722160339,3.239101342699107e-07,0.01309593580663204,3.239101342699107e-07,0.7085870504379272
