XDUT.I0.I19\|XA0\|CE1_N (subrange from 4.6e-06 to 4.74e-06) X,XDUT.I0.I19\|XA0\|CE1_N (subrange from 4.6e-06 to 4.74e-06) Y,XDUT.I0.I19\|CN\(12\) (subrange from 4.6e-06 to 4.74e-06) X,XDUT.I0.I19\|CN\(12\) (subrange from 4.6e-06 to 4.74e-06) Y,XDUT.I0.I19\|XA20\|CK_B (subrange from 4.6e-06 to 4.74e-06) X,XDUT.I0.I19\|XA20\|CK_B (subrange from 4.6e-06 to 4.74e-06) Y
4.650560389099416e-06,-2.764982809821959e-06,4.650560389099416e-06,5.131308355998954e-08,4.650560389099416e-06,0.489705890417099
4.650575507402537e-06,-8.392218546759977e-07,4.650575507402537e-06,3.607120788728935e-07,4.650575507402537e-06,0.4896944463253021
4.650588163236159e-06,4.486733359954087e-06,4.650588163236159e-06,6.884656045258453e-07,4.650588163236159e-06,0.4896925091743469
4.650600651357165e-06,7.474091034964658e-06,4.650600651357165e-06,9.281285429096897e-07,4.650600651357165e-06,0.4896988868713379
4.650617091109679e-06,8.229284503613599e-06,4.650617091109679e-06,1.055903112501255e-06,4.650617091109679e-06,0.489707738161087
4.650634202779058e-06,7.238868420245126e-06,4.650634202779058e-06,9.920918273564894e-07,4.650634202779058e-06,0.4897178709506989
4.650647966634875e-06,5.385980330174789e-06,4.650647966634875e-06,9.01162195532379e-07,4.650647966634875e-06,0.4897234737873077
4.65066366888881e-06,4.778016318596201e-06,4.65066366888881e-06,8.102607580440235e-07,4.65066366888881e-06,0.4897260963916779
4.650686491684053e-06,4.92584422318032e-06,4.650686491684053e-06,7.257800689330907e-07,4.650686491684053e-06,0.4897278845310211
4.650699777821214e-06,4.092029485036619e-06,4.650699777821214e-06,6.034377975083771e-07,4.650699777821214e-06,0.489735335111618
4.650711120915024e-06,1.173025765410785e-07,4.650711120915024e-06,6.36016466160072e-07,4.650711120915024e-06,0.4897436797618866
4.65072145339125e-06,-1.905719841488462e-06,4.65072145339125e-06,8.888552542885009e-07,4.65072145339125e-06,0.4897570610046387
4.650737577196771e-06,-1.404072236255161e-07,4.650737577196771e-06,1.442525217498769e-06,4.650737577196771e-06,0.4897733926773071
4.650749359026968e-06,4.60097771792789e-06,4.650749359026968e-06,1.744351948218537e-06,4.650749359026968e-06,0.489797055721283
4.6507613683821e-06,6.82121435602312e-06,4.6507613683821e-06,1.746541670399893e-06,4.6507613683821e-06,0.4898040890693665
4.650777486306522e-06,7.370003459072905e-06,4.650777486306522e-06,6.912584353813145e-07,4.650777486306522e-06,0.4897847473621368
4.650791798643913e-06,5.812939434690634e-06,4.650791798643913e-06,-1.575258465891238e-06,4.650791798643913e-06,0.4896462857723236
4.650804725759608e-06,3.755455736609292e-06,4.650804725759608e-06,-4.337281097832602e-06,4.650804725759608e-06,0.489363431930542
4.650823641351433e-06,3.115791287200409e-06,4.650823641351433e-06,-8.361090294783935e-06,4.650823641351433e-06,0.4890062808990479
4.650839143841349e-06,3.619708877522498e-06,4.650839143841349e-06,-7.80730442784261e-06,4.650839143841349e-06,0.4884681701660156
4.650851670248017e-06,2.701472340049804e-06,4.650851670248017e-06,3.516162507821718e-07,4.650851670248017e-06,0.4884853661060333
4.650862809830655e-06,-4.948450396113913e-07,4.650862809830655e-06,1.494819844083395e-05,4.650862809830655e-06,0.4894232153892517
4.650873083317723e-06,-9.905165825330187e-07,4.650873083317723e-06,3.178736369591206e-05,4.650873083317723e-06,0.4911574423313141
4.650877914750165e-06,1.755481775944645e-06,4.650877914750165e-06,3.999723776360042e-05,4.650877914750165e-06,0.4932402074337006
4.650887577615048e-06,3.601003299991135e-06,4.650887577615048e-06,5.518269972526468e-05,4.650887577615048e-06,0.4942970871925354
4.65089865303954e-06,6.592455974896438e-06,4.65089865303954e-06,7.014850416453555e-05,4.65089865303954e-06,0.4963819682598114
4.65091275152637e-06,8.245751814683899e-06,4.65091275152637e-06,8.591942605562508e-05,4.65091275152637e-06,0.4986872375011444
4.650933436976175e-06,8.372500815312378e-06,4.650933436976175e-06,0.0001038729169522412,4.650933436976175e-06,0.501541793346405
4.650967820703855e-06,7.12131895852508e-06,4.650967820703855e-06,0.0001186795125249773,4.650967820703855e-06,0.5056538581848145
4.651012300438348e-06,5.010021595808212e-06,4.651012300438348e-06,7.512830779887736e-05,4.651012300438348e-06,0.5111942887306213
4.651042896010476e-06,2.039836999756517e-06,4.651042896010476e-06,-1.936163607751951e-05,4.651042896010476e-06,0.505367636680603
4.651070549400331e-06,-3.413002218621841e-07,4.651070549400331e-06,-0.0001460266794310883,4.651070549400331e-06,0.4841391742229462
4.651112007424446e-06,-8.887136573321186e-07,4.651112007424446e-06,-0.0003496566787362099,4.651112007424446e-06,0.4493610262870789
4.651142462543053e-06,8.658729484523064e-07,4.651142462543053e-06,-0.0004632737836800516,4.651142462543053e-06,0.3747608959674835
4.651166127528016e-06,2.504833673810936e-06,4.651166127528016e-06,-0.0004839421017095447,4.651166127528016e-06,0.3093391060829163
4.651185500237007e-06,4.465993697522208e-06,4.651185500237007e-06,-0.0004493606102187186,4.651185500237007e-06,0.2559979259967804
4.651207987508646e-06,4.95932727062609e-06,4.651207987508646e-06,-0.0003745060821529478,4.651207987508646e-06,0.2121499627828598
4.651230591474729e-06,7.697709065723757e-07,4.651230591474729e-06,-0.0002778352936729789,4.651230591474729e-06,0.1623168885707855
4.651252051072119e-06,-7.119531801436096e-06,4.651252051072119e-06,-0.0001689763448666781,4.651252051072119e-06,0.1158334538340569
4.651277934357118e-06,-1.311914729740238e-05,4.651277934357118e-06,-2.044084612862207e-05,4.651277934357118e-06,0.07850780338048935
4.651312266154163e-06,-1.271246856049402e-05,4.651312266154163e-06,0.000181573472218588,4.651312266154163e-06,0.04653908684849739
4.651336319616334e-06,-3.135160341116716e-06,4.651336319616334e-06,0.0003045354096684605,4.651336319616334e-06,0.02434181049466133
4.65135506571369e-06,6.781861429772107e-06,4.65135506571369e-06,0.0003669357975013554,4.65135506571369e-06,0.01763937622308731
4.651372289972074e-06,1.862581302702893e-05,4.651372289972074e-06,0.0003823859442491084,4.651372289972074e-06,0.01433124113827944
4.651388541598412e-06,2.856537685147487e-05,4.651388541598412e-06,0.0003628658596426249,4.651388541598412e-06,0.01126764342188835
4.651408731371513e-06,3.081754402955994e-05,4.651408731371513e-06,0.0003134259022772312,4.651408731371513e-06,0.00826803594827652
4.651428788624316e-06,2.430519271001685e-05,4.651428788624316e-06,0.0002571963705122471,4.651428788624316e-06,0.005092823412269354
4.651449087458979e-06,1.418261672370136e-05,4.651449087458979e-06,0.0002045600558631122,4.651449087458979e-06,0.002963027451187372
4.651471810084653e-06,5.661093837261433e-06,4.651471810084653e-06,0.0001545859267935157,4.651471810084653e-06,0.001753395888954401
4.651501065274151e-06,1.049760385285481e-07,4.651501065274151e-06,0.0001026374302455224,4.651501065274151e-06,0.001096682623028755
4.651545706125713e-06,-2.466111482135602e-06,4.651545706125713e-06,4.390374670038e-05,4.651545706125713e-06,0.000687252264469862
4.651558269773821e-06,-2.260535893583437e-06,4.651558269773821e-06,3.149247640976682e-05,4.651558269773821e-06,0.0003152255667373538
4.651583397070037e-06,-1.646188479753619e-06,4.651583397070037e-06,1.173159580503125e-05,4.651583397070037e-06,0.0002456812362652272
4.651611244976046e-06,1.136861556005897e-07,4.651611244976046e-06,-2.773042069748044e-06,4.651611244976046e-06,0.000141676893690601
4.651630842659277e-06,1.734720626700437e-06,4.651630842659277e-06,-8.022397196327802e-06,4.651630842659277e-06,7.989852747414261e-05
4.651650849535962e-06,3.381740953045664e-06,4.651650849535962e-06,-8.15299335954478e-06,4.651650849535962e-06,7.771945092827082e-05
4.651657371517794e-06,7.396696219075238e-06,4.651657371517794e-06,-6.975671112741111e-06,4.651657371517794e-06,0.0001298803108511493
4.651670415481458e-06,9.285071428166702e-06,4.651670415481458e-06,-3.120489964203443e-06,4.651670415481458e-06,0.0001603585988050327
4.651681903334132e-06,1.295939091505716e-05,4.651681903334132e-06,1.181604034172778e-06,4.651681903334132e-06,0.0002313053410034627
4.651692851502129e-06,1.531887028249912e-05,4.651692851502129e-06,5.256351414573146e-06,4.651692851502129e-06,0.0002886565634980798
4.651710754194561e-06,1.612983214727137e-05,4.651710754194561e-06,1.052093921316555e-05,4.651710754194561e-06,0.0003260372031945735
4.651724206682202e-06,1.473999873269349e-05,4.651724206682202e-06,1.309962590312352e-05,4.651724206682202e-06,0.0003403863811399788
4.651739479025186e-06,1.249062916031107e-05,4.651739479025186e-06,1.475769477110589e-05,4.651739479025186e-06,0.0003182885702699423
4.651760784486427e-06,9.933081855706405e-06,4.651760784486427e-06,1.557365430926438e-05,4.651760784486427e-06,0.0002726415114011616
4.651798225169145e-06,7.368087153736269e-06,4.651798225169145e-06,1.505966338299913e-05,4.651798225169145e-06,0.0001998180814553052
4.651860555751894e-06,5.142437203176087e-06,4.651860555751894e-06,1.266489834961249e-05,4.651860555751894e-06,9.694312757346779e-05
4.651950085534195e-06,4.077853191120084e-06,4.651950085534195e-06,9.467672498431057e-06,4.651950085534195e-06,1.135407092078822e-05
4.652061223072068e-06,3.953393843403319e-06,4.652061223072068e-06,6.960134214750724e-06,4.652061223072068e-06,-1.629454163776245e-05
4.652212358663012e-06,4.008714313386008e-06,4.652212358663012e-06,5.080594291939633e-06,4.652212358663012e-06,-9.439762834517751e-06
4.652327975134881e-06,3.909517545253038e-06,4.652327975134881e-06,3.909449333150405e-06,4.652327975134881e-06,-5.299128815750009e-07
4.652348810588835e-06,3.727408738996019e-06,4.652348810588835e-06,3.698982027344755e-06,4.652348810588835e-06,8.184359785445849e-07
4.652390481496745e-06,3.664242967715836e-06,4.652390481496745e-06,3.295072701803292e-06,4.652390481496745e-06,5.918050760556071e-07
4.652468566968211e-06,3.564077587725478e-06,4.652468566968211e-06,2.814436584230862e-06,4.652468566968211e-06,1.058741361248394e-07
4.652492206820821e-06,3.323835244373186e-06,4.652492206820821e-06,2.789905920508318e-06,4.652492206820821e-06,-8.979404242381861e-07
4.652539486526042e-06,3.124813702015672e-06,4.652539486526042e-06,3.055399247386958e-06,4.652539486526042e-06,-1.567462959428667e-06
4.652579304430827e-06,2.313472123205429e-06,4.652579304430827e-06,3.721968823811039e-06,4.652579304430827e-06,-4.418046046339441e-06
4.652606550387404e-06,1.174954149973928e-06,4.652606550387404e-06,4.594131041812943e-06,4.652606550387404e-06,-8.660160347062629e-06
4.652637111637787e-06,7.095709406712558e-07,4.652637111637787e-06,5.906146725465078e-06,4.652637111637787e-06,-1.087884993467014e-05
4.652670366617221e-06,8.854790394252632e-07,4.652670366617221e-06,7.014035872998647e-06,4.652670366617221e-06,-1.137728668254567e-05
4.652676270568514e-06,2.054696096820408e-06,4.652676270568514e-06,7.157727850426454e-06,4.652676270568514e-06,-8.933454409998376e-06
4.652688078471101e-06,2.819120709318668e-06,4.652688078471101e-06,7.352213742706226e-06,4.652688078471101e-06,-6.906743692525197e-06
4.652701037646207e-06,4.048912160214968e-06,4.652701037646207e-06,7.370833827735623e-06,4.652701037646207e-06,-8.827226452012837e-07
4.65271596161015e-06,1.763749878591625e-06,4.65271596161015e-06,7.037546311039478e-06,4.65271596161015e-06,4.043782610096969e-06
4.652728911542774e-06,-6.464227226388175e-06,4.652728911542774e-06,6.433222097257385e-06,4.652728911542774e-06,3.858227046293905e-06
4.652742953544285e-06,-1.245880594069604e-05,4.652742953544285e-06,5.61980186830624e-06,4.652742953544285e-06,1.472622329856677e-06
4.65274803762584e-06,-1.049819275067421e-05,4.65274803762584e-06,5.319525826052995e-06,4.65274803762584e-06,2.961538712042966e-07
4.65275820578895e-06,-6.720395049342187e-06,4.65275820578895e-06,4.804869149666047e-06,4.65275820578895e-06,3.357336595399829e-07
4.652769497458555e-06,5.350233095668955e-06,4.652769497458555e-06,4.321562755649211e-06,4.652769497458555e-06,6.111641255301947e-07
4.652776686444837e-06,2.277860221511219e-05,4.652776686444837e-06,4.075348897458753e-06,4.652776686444837e-06,-2.413349875496351e-06
4.652783686480017e-06,3.596500391722657e-05,4.652783686480017e-06,3.986435331171378e-06,4.652783686480017e-06,-6.407558430510107e-06
4.652786056104144e-06,4.739748692372814e-05,4.652786056104144e-06,4.002384230261669e-06,4.652786056104144e-06,-8.889453965821303e-06
4.652790795352397e-06,5.007431900594383e-05,4.652790795352397e-06,4.108952907699859e-06,4.652790795352397e-06,-8.98630969459191e-06
4.652795862113404e-06,5.020720709580928e-05,4.652795862113404e-06,4.316867034503957e-06,4.652795862113404e-06,-7.396827186312294e-06
4.652799940585913e-06,3.935586573788896e-05,4.652799940585913e-06,4.542840088106459e-06,4.652799940585913e-06,-2.738491048148717e-06
4.652805351278715e-06,2.360725557082333e-05,4.652805351278715e-06,4.858920419792412e-06,4.652805351278715e-06,3.209748001609114e-06
4.652811310183657e-06,5.753115601692116e-06,4.652811310183657e-06,5.151717232365627e-06,4.652811310183657e-06,1.192219406220829e-05
4.652816644734221e-06,-2.826274794642814e-06,4.652816644734221e-06,5.336718913895311e-06,4.652816644734221e-06,1.984840491786599e-05
4.652823081846878e-06,-3.246494543418521e-06,4.652823081846878e-06,5.469309598993277e-06,4.652823081846878e-06,2.44972306973068e-05
4.65283222768892e-06,-9.769825055627734e-07,4.65283222768892e-06,5.547853106691036e-06,4.65283222768892e-06,2.72140223387396e-05
4.652849467312967e-06,1.35534537548665e-06,4.652849467312967e-06,5.569354016188299e-06,4.652849467312967e-06,2.744296398304868e-05
4.65287931189381e-06,2.541652065701783e-06,4.65287931189381e-06,5.578740001510596e-06,4.65287931189381e-06,2.298164145031478e-05
4.652916578976438e-06,2.77926505987125e-06,4.652916578976438e-06,5.583161964750616e-06,4.652916578976438e-06,1.341502502327785e-05
4.652944248534965e-06,1.477854311815463e-06,4.652944248534965e-06,5.54979396838462e-06,4.652944248534965e-06,5.187993338040542e-06
4.652966489075584e-06,-9.525852533442958e-07,4.652966489075584e-06,5.481085281644482e-06,4.652966489075584e-06,1.745782128637074e-06
4.652994721383918e-06,-8.713177521713078e-07,4.652994721383918e-06,5.424170012702234e-06,4.652994721383918e-06,8.586331432525185e-07
4.653001876545696e-06,2.236434966107481e-06,4.653001876545696e-06,5.415260147856316e-06,4.653001876545696e-06,8.856550834934751e-07
4.653016186869252e-06,3.587123956094729e-06,4.653016186869252e-06,5.374381089495728e-06,4.653016186869252e-06,9.60042598308064e-07
4.653035981013376e-06,5.608739229501225e-06,4.653035981013376e-06,5.262104878056562e-06,4.653035981013376e-06,1.157452942379678e-07
4.653053571180439e-06,6.808449143136386e-06,4.653053571180439e-06,5.299711119732819e-06,4.653053571180439e-06,-3.204655740773887e-06
4.653069142335004e-06,1.021479783958057e-05,4.653069142335004e-06,5.466188667924143e-06,4.653069142335004e-06,-2.919856115113362e-06
4.653088122674233e-06,1.126118604588555e-05,4.653088122674233e-06,5.672005954693304e-06,4.653088122674233e-06,8.589757385379926e-07
4.65310588367669e-06,6.818496331106871e-06,4.65310588367669e-06,5.787981535831932e-06,4.65310588367669e-06,5.7262782320322e-06
4.653123708550374e-06,2.652840066730278e-06,4.653123708550374e-06,5.832058832311304e-06,4.653123708550374e-06,8.269538739114068e-06
4.653147079970289e-06,1.821566002035979e-06,4.653147079970289e-06,5.790197519672802e-06,4.653147079970289e-06,8.917716513678897e-06
4.653179943317318e-06,3.152640374537441e-06,4.653179943317318e-06,5.41669351150631e-06,4.653179943317318e-06,7.872126843722071e-06
4.653203082929661e-06,3.586817456380231e-06,4.653203082929661e-06,4.9504828893987e-06,4.653203082929661e-06,3.078675490542082e-06
4.653225423972837e-06,2.955181798824924e-06,4.653225423972837e-06,4.475162768358132e-06,4.653225423972837e-06,-1.047271894094592e-06
4.653233936598849e-06,2.54335623139923e-06,4.653233936598849e-06,4.309955329517834e-06,4.653233936598849e-06,-3.783178271987708e-06
4.653250961850873e-06,2.499012225598563e-06,4.653250961850873e-06,4.067592726642033e-06,4.653250961850873e-06,-4.379569872980937e-06
4.653271704028868e-06,2.601855612738291e-06,4.653271704028868e-06,3.916170498996507e-06,4.653271704028868e-06,-4.75119668408297e-06
4.653289687114721e-06,2.298122808497283e-06,4.653289687114721e-06,4.041509782837238e-06,4.653289687114721e-06,-5.539115591091104e-06
4.653306297107062e-06,2.79604228126118e-06,4.653306297107062e-06,4.53648999609868e-06,4.653306297107062e-06,-4.469781288207741e-06
4.653322545054534e-06,5.231348040979356e-06,4.653322545054534e-06,5.156946826900821e-06,4.653322545054534e-06,1.671576910666772e-06
4.653342663027403e-06,7.137564807635499e-06,4.653342663027403e-06,5.731733381253434e-06,4.653342663027403e-06,8.827300007396843e-06
4.653359879112559e-06,7.260714937729063e-06,4.653359879112559e-06,5.987318672850961e-06,4.653359879112559e-06,1.330324448645115e-05
4.65337918976717e-06,6.360290626616916e-06,4.65337918976717e-06,6.090898295951774e-06,4.65337918976717e-06,1.315980625804514e-05
4.653406155122682e-06,5.400490408646874e-06,4.653406155122682e-06,6.067859885661164e-06,4.653406155122682e-06,1.096286268875701e-05
4.653435873102416e-06,4.472216460271738e-06,4.653435873102416e-06,5.899813459109282e-06,4.653435873102416e-06,7.313117293961113e-06
4.653458075076928e-06,3.605059873734717e-06,4.653458075076928e-06,5.747874183725799e-06,4.653458075076928e-06,3.292725523351692e-06
4.653481892689959e-06,3.392938651813893e-06,4.653481892689959e-06,5.612864242721116e-06,4.653481892689959e-06,1.382931031912449e-06
4.65349051425403e-06,3.511918293952476e-06,4.65349051425403e-06,5.572954250965267e-06,4.65349051425403e-06,6.807600243519119e-07
4.653507757382172e-06,3.574387847038452e-06,4.653507757382172e-06,5.501519353856565e-06,4.653507757382172e-06,6.595934110009694e-07
4.653528470898624e-06,3.505258518998744e-06,4.653528470898624e-06,5.363125183066586e-06,4.653528470898624e-06,3.878137420088024e-07
4.653546319108663e-06,2.440826392557938e-06,4.653546319108663e-06,5.281182893668301e-06,4.653546319108663e-06,-2.359991185585386e-06
4.653563044096004e-06,1.991654244193342e-06,4.653563044096004e-06,5.381395112635801e-06,4.653563044096004e-06,-4.47179672846687e-06
4.653579628666416e-06,3.463120719970902e-06,4.653579628666416e-06,5.569100721913856e-06,4.653579628666416e-06,-2.095525587719749e-06
4.653599401536027e-06,5.105522177473176e-06,4.653599401536027e-06,5.748715011577588e-06,4.653599401536027e-06,2.467319745846908e-06
4.653616519932402e-06,5.811370556330075e-06,4.653616519932402e-06,5.83275959797902e-06,4.653616519932402e-06,6.509384093078552e-06
4.65363628922013e-06,5.64356378163211e-06,4.65363628922013e-06,5.857127234776272e-06,4.65363628922013e-06,7.936313522804994e-06
4.653664986543914e-06,5.192356638872297e-06,4.653664986543914e-06,5.699928351532435e-06,4.653664986543914e-06,7.847229426261038e-06
4.653691375542436e-06,4.147865638515214e-06,4.653691375542436e-06,5.271376721793786e-06,4.653691375542436e-06,5.13416443936876e-06
4.653712714639714e-06,2.826418494805694e-06,4.653712714639714e-06,4.806170636584284e-06,4.653712714639714e-06,4.608697850017052e-07
4.65373844816575e-06,2.192877673223848e-06,4.65373844816575e-06,4.301171429688111e-06,4.65373844816575e-06,-2.924142791016493e-06
4.653746184356617e-06,2.104509349010186e-06,4.653746184356617e-06,4.184145836916286e-06,4.653746184356617e-06,-5.031192813476082e-06
4.653761656738351e-06,2.227343429694884e-06,4.653761656738351e-06,4.026941496704239e-06,4.653761656738351e-06,-5.144122042111121e-06
4.653781244887418e-06,2.327964011783479e-06,4.653781244887418e-06,3.982307134720031e-06,4.653781244887418e-06,-5.252889422990847e-06
4.65379852752288e-06,2.064950876956573e-06,4.65379852752288e-06,4.307579274609452e-06,4.65379852752288e-06,-5.97552434555837e-06
4.6538140748153e-06,3.611879037634935e-06,4.6538140748153e-06,4.892849574389402e-06,4.6538140748153e-06,-2.575981625341228e-06
4.653832248506421e-06,6.085466793592786e-06,4.653832248506421e-06,5.563189915847033e-06,4.653832248506421e-06,4.317988896218594e-06
4.653850728220275e-06,7.430431651300751e-06,4.653850728220275e-06,5.997113021294354e-06,4.653850728220275e-06,1.097935273719486e-05
4.653868142045492e-06,6.918403414601926e-06,4.653868142045492e-06,6.182428023748798e-06,4.653868142045492e-06,1.314881592406891e-05
4.653889839463946e-06,5.898816652916139e-06,4.653889839463946e-06,6.232617124624085e-06,4.653889839463946e-06,1.20606036944082e-05
4.653923158065017e-06,4.941437055094866e-06,4.653923158065017e-06,6.103379746491555e-06,4.653923158065017e-06,9.340117685496807e-06
4.653948682724273e-06,3.90980540032615e-06,4.653948682724273e-06,5.907118975301273e-06,4.653948682724273e-06,4.850673121836735e-06
4.653970346603448e-06,3.401434469196829e-06,4.653970346603448e-06,5.74726436752826e-06,4.653970346603448e-06,1.940422180268797e-06
4.654000175478063e-06,3.408593329368159e-06,4.654000175478063e-06,5.57998873773613e-06,4.654000175478063e-06,7.719677341810893e-07
4.654006956380414e-06,3.53315522261255e-06,4.654006956380414e-06,5.551704816753045e-06,4.654006956380414e-06,3.221491908789176e-07
4.654020518185117e-06,3.527966100591584e-06,4.654020518185117e-06,5.480065283336444e-06,4.654020518185117e-06,2.873354389976157e-07
4.654040134128085e-06,3.068546675422112e-06,4.654040134128085e-06,5.340440566214966e-06,4.654040134128085e-06,-7.084109938659822e-07
4.654057674230266e-06,1.846305167418905e-06,4.654057674230266e-06,5.369571226765402e-06,4.654057674230266e-06,-4.162334334978368e-06
4.654073204772484e-06,2.586938080639811e-06,4.654073204772484e-06,5.535284344659885e-06,4.654073204772484e-06,-3.855044724332402e-06
4.654092215165991e-06,4.329550847614883e-06,4.654092215165991e-06,5.745277576352237e-06,4.654092215165991e-06,-5.957456039595854e-08
4.654109848514481e-06,5.624976893159328e-06,4.654109848514481e-06,5.865276762051508e-06,4.654109848514481e-06,4.783541044162121e-06
4.654127670400719e-06,5.74597197555704e-06,4.654127670400719e-06,5.91359139434644e-06,4.654127670400719e-06,7.27315864423872e-06
4.654151137950903e-06,5.418245109467534e-06,4.654151137950903e-06,5.873385816812515e-06,4.654151137950903e-06,7.92614901001798e-06
4.654183984223108e-06,4.797649125976022e-06,4.654183984223108e-06,5.483763288793853e-06,4.654183984223108e-06,6.93730908096768e-06
4.654207130289122e-06,3.316436277600587e-06,4.654207130289122e-06,4.991074547433527e-06,4.654207130289122e-06,2.292353428856586e-06
4.65422953570664e-06,2.393367594777374e-06,4.65422953570664e-06,4.487822934606811e-06,4.65422953570664e-06,-1.691013608251524e-06
4.654238090922959e-06,2.102293819916667e-06,4.654238090922959e-06,4.313696081226226e-06,4.654238090922959e-06,-4.254182840668363e-06
4.654255201355598e-06,2.140511242032517e-06,4.654255201355598e-06,4.062173047714168e-06,4.654255201355598e-06,-4.773777163791237e-06
4.654275981074369e-06,2.357569201194565e-06,4.654275981074369e-06,3.918500169675099e-06,4.654275981074369e-06,-5.022301138524199e-06
4.654294019882774e-06,2.141963250323897e-06,4.654294019882774e-06,4.072114734299248e-06,4.654294019882774e-06,-5.753750428993953e-06
4.654310703165789e-06,2.673267999853124e-06,4.654310703165789e-06,4.611949407262728e-06,4.654310703165789e-06,-4.706990239355946e-06
4.654327043888249e-06,5.113246515975334e-06,4.654327043888249e-06,5.27727343069273e-06,4.654327043888249e-06,1.356682446385093e-06
4.65434722952069e-06,7.058302344375988e-06,4.65434722952069e-06,5.885727659915574e-06,4.65434722952069e-06,8.403992069361266e-06
4.654364529004084e-06,7.194792488007806e-06,4.654364529004084e-06,6.151878096716246e-06,4.654364529004084e-06,1.275531212741043e-05
4.654383934431164e-06,6.255101652641315e-06,4.654383934431164e-06,6.253523224586388e-06,4.654383934431164e-06,1.257406256627291e-05
4.654411012916164e-06,5.26587473359541e-06,4.654411012916164e-06,6.213022061274387e-06,4.654411012916164e-06,1.041074938257225e-05
4.654440314329813e-06,4.357355010142783e-06,4.654440314329813e-06,6.017881332809338e-06,4.654440314329813e-06,6.829061931057367e-06
4.65446239978942e-06,3.554712293407647e-06,4.65446239978942e-06,5.841189704369754e-06,4.65446239978942e-06,2.96336679639353e-06
4.654486352885046e-06,3.377595476194983e-06,4.654486352885046e-06,5.679382866219385e-06,4.654486352885046e-06,1.149433842329017e-06
4.654494919978627e-06,3.506801022012951e-06,4.654494919978627e-06,5.631756266666343e-06,4.654494919978627e-06,4.824061079489184e-07
4.65451205416579e-06,3.567451813069056e-06,4.65451205416579e-06,5.548389708565082e-06,4.65451205416579e-06,4.822037453777739e-07
4.654532696049873e-06,3.492227961032768e-06,4.654532696049873e-06,5.400715508585563e-06,4.654532696049873e-06,3.862998596559919e-07
4.654550485824782e-06,2.43491035689658e-06,4.654550485824782e-06,5.318368039297638e-06,4.654550485824782e-06,-1.997645540541271e-06
4.65456713575562e-06,2.027386699410272e-06,4.65456713575562e-06,5.420934485300677e-06,4.65456713575562e-06,-3.85208886655164e-06
4.654583778443138e-06,3.497676061670063e-06,4.654583778443138e-06,5.608790161204524e-06,4.654583778443138e-06,-1.563297473694547e-06
4.654603508280831e-06,5.103796411276562e-06,4.654603508280831e-06,5.781784238934051e-06,4.654603508280831e-06,2.682538024600944e-06
4.654620606753791e-06,5.749999672843842e-06,4.654620606753791e-06,5.857360520167276e-06,4.654620606753791e-06,6.385163942468353e-06
4.654640437485686e-06,5.553819846682018e-06,4.654640437485686e-06,5.87399381402065e-06,4.654640437485686e-06,7.60681268729968e-06
4.654669328304802e-06,5.110806341690477e-06,4.654669328304802e-06,5.738819709222298e-06,4.654669328304802e-06,7.061766609695042e-06
4.654693861355815e-06,4.220369191898499e-06,4.654693861355815e-06,5.433223122963682e-06,4.654693861355815e-06,2.005020405704272e-06
4.654713925538226e-06,3.318834615129163e-06,4.654713925538226e-06,5.070086444902699e-06,4.654713925538226e-06,-7.618566542078042e-06
4.654738330650063e-06,2.94747974294296e-06,4.654738330650063e-06,4.565116341836983e-06,4.654738330650063e-06,-2.109093111357652e-05
4.654766874295462e-06,2.86128738480329e-06,4.654766874295462e-06,4.749832896777662e-06,4.654766874295462e-06,-4.359673039289191e-05
4.654785816910023e-06,1.079717549146153e-06,4.654785816910023e-06,6.02550016992609e-06,4.654785816910023e-06,1.367335335089592e-05
4.654800902936757e-06,-2.193980890297098e-06,4.654800902936757e-06,7.91115417086985e-06,4.654800902936757e-06,0.0001703434973023832
4.654815691823698e-06,-1.598175458639162e-06,4.654815691823698e-06,1.002529916149797e-05,4.654815691823698e-06,0.0003446920309215784
4.654831772757767e-06,1.812728783079365e-06,4.654831772757767e-06,1.145826536230743e-05,4.654831772757767e-06,0.0004884602967649698
4.654847151118134e-06,5.386689736042172e-06,4.654847151118134e-06,9.589104593032971e-06,4.654847151118134e-06,0.0005170754157006741
4.654864683095755e-06,6.691226190014277e-06,4.654864683095755e-06,-9.249360459762102e-07,4.654864683095755e-06,0.0002374828327447176
4.654884514753623e-06,6.301800112851197e-06,4.654884514753623e-06,-2.298632716701832e-05,4.654884514753623e-06,-0.000800631707534194
4.654903393297579e-06,7.340739102801308e-06,4.654903393297579e-06,-4.837006054003723e-05,4.654903393297579e-06,-0.002894288627430797
4.654925107088652e-06,8.243773663707543e-06,4.654925107088652e-06,-7.71179620642215e-05,4.654925107088652e-06,-0.005552503280341625
4.654946623824373e-06,7.266236934810877e-06,4.654946623824373e-06,-0.0001020288982545026,4.654946623824373e-06,-0.009371837601065636
4.654968347447391e-06,5.14646080773673e-06,4.654968347447391e-06,-0.0001201281265821308,4.654968347447391e-06,-0.01381731778383255
4.654994474239932e-06,3.141350816804334e-06,4.654994474239932e-06,-0.0001249848282895982,4.654994474239932e-06,-0.01827993802726269
4.655029053205504e-06,4.03875731080916e-07,4.655029053205504e-06,-8.298319880850613e-05,4.655029053205504e-06,-0.02168324403464794
