XDUT.I0.I19\|XA0\|CE1_N (subrange from 4.6e-06 to 4.74e-06) X,XDUT.I0.I19\|XA0\|CE1_N (subrange from 4.6e-06 to 4.74e-06) Y,XDUT.I0.I19\|CN\(12\) (subrange from 4.6e-06 to 4.74e-06) X,XDUT.I0.I19\|CN\(12\) (subrange from 4.6e-06 to 4.74e-06) Y,XDUT.I0.I19\|XA20\|CK_B (subrange from 4.6e-06 to 4.74e-06) X,XDUT.I0.I19\|XA20\|CK_B (subrange from 4.6e-06 to 4.74e-06) Y
4.635456452795373e-06,-1.39796725306951e-06,4.635456452795373e-06,0.4897350966930389,4.635456452795373e-06,0.0003734625934157521
4.635460226435434e-06,2.81858069683949e-06,4.635460226435434e-06,0.4897249341011047,4.635460226435434e-06,0.0002311312418896705
4.635467773715557e-06,3.97116946260212e-06,4.635467773715557e-06,0.4897037744522095,4.635467773715557e-06,0.0001824140344979241
4.63547548022186e-06,6.501967618532944e-06,4.63547548022186e-06,0.4896800518035889,4.63547548022186e-06,1.735719820317172e-06
4.635484008962223e-06,8.370981049665716e-06,4.635484008962223e-06,0.4896511137485504,4.635484008962223e-06,-0.0003377244574949145
4.63549333771514e-06,8.985587555798702e-06,4.63549333771514e-06,0.4896166920661926,4.63549333771514e-06,-0.0008507169550284743
4.635502133465212e-06,8.458498086838517e-06,4.635502133465212e-06,0.4895822107791901,4.635502133465212e-06,-0.00150613090954721
4.635513688197509e-06,7.685640412091743e-06,4.635513688197509e-06,0.4895351231098175,4.635513688197509e-06,-0.002188757061958313
4.635531694875818e-06,7.184682544902898e-06,4.635531694875818e-06,0.4894611239433289,4.635531694875818e-06,-0.003185965120792389
4.635558423739016e-06,7.529500635428121e-06,4.635558423739016e-06,0.4893577992916107,4.635558423739016e-06,-0.00504896929487586
4.635582759124207e-06,8.590344805270433e-06,4.635582759124207e-06,0.4892766177654266,4.635582759124207e-06,-0.008813292719423771
4.63560808394584e-06,9.984520147554576e-06,4.63560808394584e-06,0.4892111122608185,4.63560808394584e-06,-0.01320750918239355
4.635635511893819e-06,1.158370741904946e-05,4.635635511893819e-06,0.4891749918460846,4.635635511893819e-06,-0.01782179996371269
4.635665400530699e-06,9.448079254070763e-06,4.635665400530699e-06,0.4892091751098633,4.635665400530699e-06,-0.02052242681384087
4.6356920196997e-06,3.611663487390615e-06,4.6356920196997e-06,0.4893163442611694,4.6356920196997e-06,-0.01630607806146145
4.635722918445452e-06,-1.904060127344565e-06,4.635722918445452e-06,0.4895039498806,4.635722918445452e-06,-0.003097728360444307
4.635731159247561e-06,-1.232421823260665e-06,4.635731159247561e-06,0.4895615577697754,4.635731159247561e-06,0.02387101575732231
4.635747640851779e-06,3.945083815182215e-09,4.635747640851779e-06,0.4896775782108307,4.635747640851779e-06,0.03299173712730408
4.635775996743688e-06,2.465023271724931e-06,4.635775996743688e-06,0.4898668229579926,4.635775996743688e-06,0.05288507044315338
4.635805791025575e-06,5.523374511540169e-06,4.635805791025575e-06,0.4900418519973755,4.635805791025575e-06,0.09013001620769501
4.635839495570912e-06,7.561249276477611e-06,4.635839495570912e-06,0.490181028842926,4.635839495570912e-06,0.1311760395765305
4.635866020105111e-06,1.337186131422641e-05,4.635866020105111e-06,0.4902368187904358,4.635866020105111e-06,0.1777379661798477
4.635896247242713e-06,1.670138408371713e-05,4.635896247242713e-06,0.4902544617652893,4.635896247242713e-06,0.213737279176712
4.635934657608557e-06,1.464773140469333e-05,4.635934657608557e-06,0.4902310073375702,4.635934657608557e-06,0.2536918222904205
4.635966449673123e-06,8.499483556079213e-06,4.635966449673123e-06,0.4901779592037201,4.635966449673123e-06,0.301800012588501
4.635998656684749e-06,4.579283995553851e-06,4.635998656684749e-06,0.4900933504104614,4.635998656684749e-06,0.3380134701728821
4.63603563791325e-06,3.193281145286164e-06,4.63603563791325e-06,0.4899657070636749,4.63603563791325e-06,0.3697365820407867
4.63604848406953e-06,3.940883289033081e-06,4.63604848406953e-06,0.4899150729179382,4.63604848406953e-06,0.3986428380012512
4.63605490714767e-06,4.552099198917858e-06,4.63605490714767e-06,0.4898886382579803,4.63605490714767e-06,0.4068450331687927
4.636067753303949e-06,4.860941317019751e-06,4.636067753303949e-06,0.489831805229187,4.636067753303949e-06,0.4106197953224182
4.636082753433363e-06,5.321473054209491e-06,4.636082753433363e-06,0.4897535145282745,4.636082753433363e-06,0.4176765382289886
4.636095154649294e-06,5.610418611468049e-06,4.636095154649294e-06,0.4896803200244904,4.636095154649294e-06,0.4254090785980225
4.636114136776377e-06,5.900420546822716e-06,4.636114136776377e-06,0.4895741045475006,4.636114136776377e-06,0.4315298497676849
4.636117339869382e-06,6.459607448050519e-06,4.636117339869382e-06,0.4895585179328918,4.636117339869382e-06,0.4403536021709442
4.636123746055392e-06,6.451905846915906e-06,4.636123746055392e-06,0.4895349144935608,4.636123746055392e-06,0.4417716860771179
4.636132231067672e-06,6.159797976579284e-06,4.636132231067672e-06,0.4895212352275848,4.636132231067672e-06,0.4445304870605469
4.636144016869783e-06,5.704575869458495e-06,4.636144016869783e-06,0.4895241856575012,4.636144016869783e-06,0.4480201900005341
4.636154636631036e-06,5.713196060241899e-06,4.636154636631036e-06,0.4895365536212921,4.636154636631036e-06,0.4525401890277863
4.636164821187868e-06,6.115950782259461e-06,4.636164821187868e-06,0.4895502924919128,4.636164821187868e-06,0.456270843744278
4.636177560167247e-06,6.450072760344483e-06,4.636177560167247e-06,0.4895664751529694,4.636177560167247e-06,0.4595223963260651
4.636196788217524e-06,6.583779395441525e-06,4.636196788217524e-06,0.4895879626274109,4.636196788217524e-06,0.4631269574165344
4.636235244318079e-06,6.443462552851997e-06,4.636235244318079e-06,0.4896246194839478,4.636235244318079e-06,0.4676764905452728
4.636295678688723e-06,5.801445695396978e-06,4.636295678688723e-06,0.4896762371063232,4.636295678688723e-06,0.474345475435257
4.636314526342546e-06,3.178233782819007e-06,4.636314526342546e-06,0.4896917045116425,4.636314526342546e-06,0.4807880520820618
4.636352221650191e-06,1.360636929348402e-06,4.636352221650191e-06,0.4897241294384003,4.636352221650191e-06,0.4820469915866852
4.636412754826446e-06,-3.251996531616896e-06,4.636412754826446e-06,0.4897798299789429,4.636412754826446e-06,0.4841209053993225
4.636471187727319e-06,-9.723056791699491e-06,4.636471187727319e-06,0.4898238778114319,4.636471187727319e-06,0.4866876006126404
4.636522553914805e-06,-7.651860869373195e-06,4.636522553914805e-06,0.4898533523082733,4.636522553914805e-06,0.4880115687847137
4.636576549219757e-06,-4.757666829391383e-07,4.636576549219757e-06,0.4898809492588043,4.636576549219757e-06,0.4884037971496582
4.636610489728878e-06,3.91902904084418e-06,4.636610489728878e-06,0.4898954629898071,4.636610489728878e-06,0.4885785281658173
4.636635069382491e-06,2.439508762108744e-06,4.636635069382491e-06,0.4899031221866608,4.636635069382491e-06,0.4886593520641327
4.636642734790986e-06,1.154051460616756e-06,4.636642734790986e-06,0.4899049997329712,4.636642734790986e-06,0.4887113869190216
4.636655733532169e-06,1.923849595186766e-06,4.636655733532169e-06,0.4899076223373413,4.636655733532169e-06,0.4887306094169617
4.63667006744674e-06,6.042233053449308e-06,4.63667006744674e-06,0.4899092614650726,4.63667006744674e-06,0.4887762665748596
4.63668608598374e-06,1.231530768563971e-05,4.63668608598374e-06,0.4899086058139801,4.63668608598374e-06,0.4888425469398499
4.636702488713809e-06,1.729928408167325e-05,4.636702488713809e-06,0.4899048209190369,4.636702488713809e-06,0.4889185428619385
4.636724547116034e-06,1.900121787912212e-05,4.636724547116034e-06,0.4898961186408997,4.636724547116034e-06,0.4889849424362183
4.636742328611315e-06,1.79486014530994e-05,4.636742328611315e-06,0.4898876249790192,4.636742328611315e-06,0.4890569448471069
4.636754359629511e-06,1.477881960454397e-05,4.636754359629511e-06,0.4898819625377655,4.636754359629511e-06,0.4891038537025452
4.636766492884016e-06,1.288437761104433e-05,4.636766492884016e-06,0.4898768067359924,4.636766492884016e-06,0.4891341328620911
4.636770400050748e-06,1.30092739709653e-05,4.636770400050748e-06,0.4898752570152283,4.636770400050748e-06,0.4891688823699951
4.636778086422014e-06,1.390806573908776e-05,4.636778086422014e-06,0.4898723661899567,4.636778086422014e-06,0.4891817271709442
4.636784631388403e-06,1.821788828237914e-05,4.636784631388403e-06,0.4898699223995209,4.636784631388403e-06,0.4892127513885498
4.636793161389202e-06,2.267981835757382e-05,4.636793161389202e-06,0.4898667335510254,4.636793161389202e-06,0.4892445802688599
4.636802979484486e-06,2.557751940912567e-05,4.636802979484486e-06,0.4898630380630493,4.636802979484486e-06,0.4892888963222504
4.636811412893247e-06,2.40019871853292e-05,4.636811412893247e-06,0.4898599088191986,4.636811412893247e-06,0.489338606595993
4.636821184735479e-06,2.034173667198047e-05,4.636821184735479e-06,0.4898564219474792,4.636821184735479e-06,0.4893787801265717
4.636834485040945e-06,1.605198485776782e-05,4.636834485040945e-06,0.4898520708084106,4.636834485040945e-06,0.4894227385520935
4.636857993682153e-06,1.201904615300009e-05,4.636857993682153e-06,0.4898461103439331,4.636857993682153e-06,0.4894804060459137
4.636889922721852e-06,8.670253009768203e-06,4.636889922721852e-06,0.4898443520069122,4.636889922721852e-06,0.4895825386047363
4.636921904704893e-06,7.319224096136168e-06,4.636921904704893e-06,0.4898514747619629,4.636921904704893e-06,0.4897264242172241
4.636957515497808e-06,6.940127605048474e-06,4.636957515497808e-06,0.4898701012134552,4.636957515497808e-06,0.4898629188537598
4.636994913477146e-06,6.214033419382758e-06,4.636994913477146e-06,0.4899010360240936,4.636994913477146e-06,0.489983856678009
4.63703215953161e-06,5.231520390225342e-06,4.63703215953161e-06,0.4899415373802185,4.63703215953161e-06,0.4900706112384796
4.637075654217316e-06,4.515609816735378e-06,4.637075654217316e-06,0.4899981617927551,4.637075654217316e-06,0.4901221692562103
4.637133381300696e-06,4.152741439611418e-06,4.637133381300696e-06,0.490084320306778,4.637133381300696e-06,0.4901531040668488
4.637224422000463e-06,4.066419023729395e-06,4.637224422000463e-06,0.4902354776859283,4.637224422000463e-06,0.4901682138442993
4.637406503399996e-06,4.097445980733028e-06,4.637406503399996e-06,0.4905132651329041,4.637406503399996e-06,0.4901685118675232
4.637614247596974e-06,4.112318038096419e-06,4.637614247596974e-06,0.4904053807258606,4.637614247596974e-06,0.4901497364044189
4.637867281073929e-06,4.082665327587165e-06,4.637867281073929e-06,0.4874479472637177,4.637867281073929e-06,0.4901227056980133
4.638218487215573e-06,4.002529749413952e-06,4.638218487215573e-06,0.4620106220245361,4.638218487215573e-06,0.4900821447372437
4.638501283546783e-06,3.696546400533407e-06,4.638501283546783e-06,0.4065906703472137,4.638501283546783e-06,0.4899739921092987
4.638749711914999e-06,3.300979415143956e-06,4.638749711914999e-06,0.327632874250412,4.638749711914999e-06,0.489820271730423
4.638835051968602e-06,3.150638576698839e-06,4.638835051968602e-06,0.2945025861263275,4.638835051968602e-06,0.4896740019321442
4.638996724379509e-06,3.219879772586864e-06,4.638996724379509e-06,0.2264092415571213,4.638996724379509e-06,0.4896306693553925
4.63911059687828e-06,3.746154561667936e-06,4.63911059687828e-06,0.176305964589119,4.63911059687828e-06,0.489569753408432
4.639141575841787e-06,7.256349363160552e-06,4.639141575841787e-06,0.1625340580940247,4.639141575841787e-06,0.4895442128181458
4.639198394279307e-06,1.123794390878174e-05,4.639198394279307e-06,0.1375590860843658,4.639198394279307e-06,0.4895402193069458
4.639257307351534e-06,1.886434438347351e-05,4.639257307351534e-06,0.1125347688794136,4.639257307351534e-06,0.4895367920398712
4.639321518782286e-06,2.672859409358352e-05,4.639321518782286e-06,0.0870705172419548,4.639321518782286e-06,0.4895387589931488
4.639388153825756e-06,4.075401739100926e-05,4.639388153825756e-06,0.06371576339006424,4.639388153825756e-06,0.4895492196083069
4.63949031379415e-06,6.98952135280706e-05,4.63949031379415e-06,0.03613753244280815,4.63949031379415e-06,0.489572286605835
